Source,Target,Type,Id,Label,timeset,Weight
660,591,Directed,637,,,1
660,167,Directed,638,,,1
660,394,Directed,639,,,1
660,209,Directed,640,,,1
660,756,Directed,641,,,1
660,371,Directed,642,,,1
660,493,Directed,643,,,1
660,180,Directed,644,,,1
660,514,Directed,645,,,1
660,187,Directed,646,,,1
660,714,Directed,647,,,1
660,114,Directed,648,,,1
660,301,Directed,649,,,1
660,677,Directed,650,,,1
660,154,Directed,651,,,1
660,675,Directed,652,,,1
660,453,Directed,653,,,1
660,172,Directed,654,,,1
660,75,Directed,655,,,1
847,1008,Directed,656,,,1
847,963,Directed,657,,,1
847,854,Directed,658,,,1
847,990,Directed,659,,,1
847,1112,Directed,660,,,1
847,1153,Directed,661,,,1
847,1179,Directed,662,,,1
847,1245,Directed,663,,,1
847,1435,Directed,664,,,1
12,564,Directed,665,,,1
12,96,Directed,666,,,1
12,155,Directed,667,,,1
1422,990,Directed,668,,,1
1422,993,Directed,669,,,1
1422,847,Directed,670,,,1
1422,1232,Directed,671,,,1
1422,1191,Directed,672,,,1
1422,1008,Directed,673,,,1
1422,822,Directed,674,,,1
1422,762,Directed,675,,,1
1422,1112,Directed,676,,,1
1422,963,Directed,677,,,1
1422,855,Directed,678,,,1
238,55,Directed,679,,,1
238,641,Directed,680,,,1
238,323,Directed,681,,,1
238,189,Directed,682,,,1
238,623,Directed,683,,,1
238,642,Directed,684,,,1
238,2,Directed,685,,,1
238,99,Directed,686,,,1
238,102,Directed,687,,,1
238,154,Directed,688,,,1
238,155,Directed,689,,,1
238,180,Directed,690,,,1
238,301,Directed,691,,,1
238,389,Directed,692,,,1
238,405,Directed,693,,,1
238,754,Directed,694,,,1
238,634,Directed,695,,,1
238,535,Directed,696,,,1
238,431,Directed,697,,,1
238,547,Directed,698,,,1
238,65,Directed,699,,,1
238,145,Directed,700,,,1
238,210,Directed,701,,,1
238,650,Directed,702,,,1
238,272,Directed,703,,,1
238,278,Directed,704,,,1
238,729,Directed,705,,,1
238,604,Directed,706,,,1
238,664,Directed,707,,,1
238,321,Directed,708,,,1
238,434,Directed,709,,,1
238,446,Directed,710,,,1
238,483,Directed,711,,,1
238,490,Directed,712,,,1
238,572,Directed,713,,,1
238,574,Directed,714,,,1
238,609,Directed,715,,,1
238,514,Directed,716,,,1
238,644,Directed,717,,,1
238,687,Directed,718,,,1
238,726,Directed,719,,,1
238,72,Directed,720,,,1
238,741,Directed,721,,,1
238,681,Directed,722,,,1
238,35,Directed,723,,,1
238,1437,Directed,724,,,1
238,387,Directed,725,,,1
238,391,Directed,726,,,1
238,422,Directed,727,,,1
238,119,Directed,728,,,1
238,837,Directed,729,,,1
561,641,Directed,730,,,1
561,1179,Directed,731,,,1
561,1245,Directed,732,,,1
561,170,Directed,733,,,1
561,55,Directed,734,,,1
561,729,Directed,735,,,1
561,23,Directed,736,,,1
561,180,Directed,737,,,1
561,564,Directed,738,,,1
561,151,Directed,739,,,1
561,326,Directed,740,,,1
561,72,Directed,741,,,1
561,669,Directed,742,,,1
561,634,Directed,743,,,1
561,1437,Directed,744,,,1
561,562,Directed,745,,,1
561,13,Directed,746,,,1
561,547,Directed,747,,,1
561,118,Directed,748,,,1
561,144,Directed,749,,,1
561,150,Directed,750,,,1
561,154,Directed,751,,,1
561,155,Directed,752,,,1
561,431,Directed,753,,,1
561,301,Directed,754,,,1
561,495,Directed,755,,,1
561,323,Directed,756,,,1
561,363,Directed,757,,,1
561,394,Directed,758,,,1
561,446,Directed,759,,,1
561,483,Directed,760,,,1
561,189,Directed,761,,,1
561,493,Directed,762,,,1
561,560,Directed,763,,,1
561,563,Directed,764,,,1
561,579,Directed,765,,,1
561,585,Directed,766,,,1
561,578,Directed,767,,,1
561,623,Directed,768,,,1
561,535,Directed,769,,,1
561,644,Directed,770,,,1
561,712,Directed,771,,,1
561,741,Directed,772,,,1
387,524,Directed,773,,,1
387,22,Directed,774,,,1
387,621,Directed,775,,,1
387,604,Directed,776,,,1
387,361,Directed,777,,,1
387,563,Directed,778,,,1
387,754,Directed,779,,,1
387,570,Directed,780,,,1
387,642,Directed,781,,,1
387,514,Directed,782,,,1
387,23,Directed,783,,,1
387,726,Directed,784,,,1
387,693,Directed,785,,,1
387,363,Directed,786,,,1
387,641,Directed,787,,,1
387,729,Directed,788,,,1
387,493,Directed,789,,,1
387,798,Directed,790,,,1
387,1051,Directed,791,,,1
387,756,Directed,792,,,1
387,118,Directed,793,,,1
387,155,Directed,794,,,1
387,259,Directed,795,,,1
387,99,Directed,796,,,1
387,114,Directed,797,,,1
387,35,Directed,798,,,1
387,301,Directed,799,,,1
387,40,Directed,800,,,1
387,547,Directed,801,,,1
387,347,Directed,802,,,1
387,417,Directed,803,,,1
387,374,Directed,804,,,1
387,278,Directed,805,,,1
387,218,Directed,806,,,1
387,1045,Directed,807,,,1
387,1330,Directed,808,,,1
387,741,Directed,809,,,1
387,677,Directed,810,,,1
387,192,Directed,811,,,1
387,703,Directed,812,,,1
387,687,Directed,813,,,1
387,102,Directed,814,,,1
387,88,Directed,815,,,1
387,55,Directed,816,,,1
387,180,Directed,817,,,1
387,46,Directed,818,,,1
387,907,Directed,819,,,1
387,669,Directed,820,,,1
387,574,Directed,821,,,1
387,933,Directed,822,,,1
387,675,Directed,823,,,1
387,72,Directed,824,,,1
387,1250,Directed,825,,,1
387,144,Directed,826,,,1
387,634,Directed,827,,,1
387,434,Directed,828,,,1
387,202,Directed,829,,,1
387,233,Directed,830,,,1
387,39,Directed,831,,,1
387,676,Directed,832,,,1
387,27,Directed,833,,,1
387,65,Directed,834,,,1
387,14,Directed,835,,,1
387,29,Directed,836,,,1
387,34,Directed,837,,,1
387,688,Directed,838,,,1
387,100,Directed,839,,,1
387,618,Directed,840,,,1
387,167,Directed,841,,,1
387,662,Directed,842,,,1
387,468,Directed,843,,,1
387,377,Directed,844,,,1
387,405,Directed,845,,,1
387,441,Directed,846,,,1
387,282,Directed,847,,,1
387,480,Directed,848,,,1
387,483,Directed,849,,,1
387,489,Directed,850,,,1
387,512,Directed,851,,,1
387,530,Directed,852,,,1
387,8,Directed,853,,,1
387,1126,Directed,854,,,1
387,567,Directed,855,,,1
387,572,Directed,856,,,1
387,577,Directed,857,,,1
387,587,Directed,858,,,1
387,591,Directed,859,,,1
387,615,Directed,860,,,1
387,268,Directed,861,,,1
387,609,Directed,862,,,1
387,75,Directed,863,,,1
387,737,Directed,864,,,1
387,399,Directed,865,,,1
387,16,Directed,866,,,1
387,18,Directed,867,,,1
387,484,Directed,868,,,1
387,109,Directed,869,,,1
387,115,Directed,870,,,1
387,660,Directed,871,,,1
387,299,Directed,872,,,1
387,402,Directed,873,,,1
387,460,Directed,874,,,1
387,623,Directed,875,,,1
387,650,Directed,876,,,1
387,256,Directed,877,,,1
387,465,Directed,878,,,1
387,172,Directed,879,,,1
387,432,Directed,880,,,1
387,379,Directed,881,,,1
387,389,Directed,882,,,1
387,461,Directed,883,,,1
387,1179,Directed,884,,,1
387,453,Directed,885,,,1
387,467,Directed,886,,,1
387,477,Directed,887,,,1
387,550,Directed,888,,,1
387,1277,Directed,889,,,1
387,561,Directed,890,,,1
387,568,Directed,891,,,1
387,575,Directed,892,,,1
387,579,Directed,893,,,1
387,589,Directed,894,,,1
387,535,Directed,895,,,1
387,714,Directed,896,,,1
387,736,Directed,897,,,1
387,89,Directed,898,,,1
387,963,Directed,899,,,1
387,979,Directed,900,,,1
387,311,Directed,901,,,1
387,454,Directed,902,,,1
387,649,Directed,903,,,1
191,75,Directed,904,,,1
191,484,Directed,905,,,1
191,144,Directed,906,,,1
191,468,Directed,907,,,1
191,278,Directed,908,,,1
191,335,Directed,909,,,1
191,202,Directed,910,,,1
191,572,Directed,911,,,1
191,589,Directed,912,,,1
191,623,Directed,913,,,1
191,662,Directed,914,,,1
191,621,Directed,915,,,1
191,501,Directed,916,,,1
191,264,Directed,917,,,1
191,85,Directed,918,,,1
191,99,Directed,919,,,1
191,276,Directed,920,,,1
191,155,Directed,921,,,1
191,55,Directed,922,,,1
191,323,Directed,923,,,1
191,78,Directed,924,,,1
191,693,Directed,925,,,1
191,574,Directed,926,,,1
191,578,Directed,927,,,1
191,729,Directed,928,,,1
191,754,Directed,929,,,1
191,700,Directed,930,,,1
191,641,Directed,931,,,1
191,23,Directed,932,,,1
191,489,Directed,933,,,1
191,634,Directed,934,,,1
191,417,Directed,935,,,1
191,726,Directed,936,,,1
191,547,Directed,937,,,1
191,224,Directed,938,,,1
191,492,Directed,939,,,1
191,389,Directed,940,,,1
191,40,Directed,941,,,1
191,564,Directed,942,,,1
191,297,Directed,943,,,1
191,172,Directed,944,,,1
191,393,Directed,945,,,1
191,218,Directed,946,,,1
191,283,Directed,947,,,1
191,394,Directed,948,,,1
191,402,Directed,949,,,1
191,434,Directed,950,,,1
191,449,Directed,951,,,1
191,441,Directed,952,,,1
191,483,Directed,953,,,1
191,189,Directed,954,,,1
191,512,Directed,955,,,1
191,514,Directed,956,,,1
191,573,Directed,957,,,1
191,579,Directed,958,,,1
191,644,Directed,959,,,1
191,642,Directed,960,,,1
