id, out-degree, degree centrality, betweeneess, eigenvector, pagerank, activated_source,{activated_list}
32,5,6,0.8574945320861835,0.00004351005057106106,0.00019628641036629094,0,{32}
33,1,3,33.86334016313466,0.00004618809502905901,0.00020979140609340627,0,{33}
34,3,5,420.13942291296684,0.00016094624291529774,0.00019902630497177728,0,{34}
35,6,60,619.5208014141724,0.007178347792295583,0.0026548041869456445,1,{35, 1203}
36,9,11,1.0218855944698495,5.07760541623444e-6,0.00019265272807466073,0,{36}
37,0,2,0.,0.,0.0002177430542660184,0,{37}
38,1,3,0.,0.00012850198258135075,0.0002208487221257491,0,{38}
39,0,27,0.,0.,0.0011356321601759974,0,{39}
40,88,114,7102.250767475056,0.0017509021868288728,0.000540017263226232,0,{40}
41,6,8,43.09668421159261,0.0001134730907178181,0.00029899949733862177,1,{41, 625}
42,10,15,25.52306957914473,0.00012751153541901315,0.00023099436284352803,0,{42}
43,4,4,0.,0.,0.00018766598240499435,0,{43}
44,0,1,0.,0.,0.00019526923255366665,0,{44}
45,3,7,1025.284952729782,0.00011716219295614321,0.0002240146422912259,0,{45}
46,53,74,2132.2576338595613,0.0018643053363940531,0.0008744292535597071,0,{46}
47,1,3,0.,0.0002732741563670551,0.0002444579793618256,0,{47}
48,0,0,0.,0.,0.00018766598240499435,0,{48}
49,0,0,0.,0.,0.00018766598240499435,0,{49}
50,0,0,0.,0.,0.00018766598240499435,0,{50}
51,0,1,0.,0.,0.00019110979241850084,0,{51}
52,0,1,0.,0.,0.00019442619828925468,0,{52}
53,2,8,17.758279693305642,0.00009518258779305739,0.0002484804769381476,0,{53}
54,0,0,0.,0.,0.00018766598240499435,0,{54}
55,87,350,90985.83582749162,0.01915218267590136,0.01522403294567774,13,{34, 53, 55, 159, 279, 362, 494, 541, 549, 649, 680, 687, 722, 732}
56,88,88,0.,0.,0.00018766598240499435,0,{56}
57,0,0,0.,0.,0.00018766598240499435,0,{57}
58,4,4,0.,0.,0.00018766598240499435,0,{58}
59,0,1,0.,0.,0.00019526923255366665,0,{59}
60,0,0,0.,0.,0.00018766598240499435,0,{60}
61,0,0,0.,0.,0.00018766598240499435,0,{61}
62,0,2,0.,0.,0.0002769490848921494,1,{62, 732}
63,0,0,0.,0.,0.00018766598240499435,0,{63}
64,3,7,6.375575203238296,0.0000677852346332366,0.0002323282024700823,0,{64}
65,1,34,1037.1934479827432,0.002824975200639759,0.0021864443696959766,1,{65, 757}
66,2,2,0.,0.,0.00018766598240499435,0,{66}
67,0,2,0.,0.,0.0001984764151466367,0,{67}
68,23,23,0.,0.,0.00018766598240499435,0,{68}
69,2,2,0.,0.,0.00018766598240499435,0,{69}
70,18,18,0.,0.,0.00018766598240499435,0,{70}
71,0,0,0.,0.,0.00018766598240499435,0,{71}
72,73,150,9853.75220578561,0.00867278280711491,0.003610969613408104,2,{53, 72, 446}
73,12,16,27.548622271337695,0.0001540404463079025,0.00022804829469106626,0,{73}
74,0,0,0.,0.,0.00018766598240499435,0,{74}
75,74,124,11262.98487652758,0.004599962081791751,0.00206578630346417,0,{75}
76,2,3,1025.2604166666665,0.,0.00019288205847438702,0,{76}
77,2,2,0.,0.,0.00018766598240499435,0,{77}
78,0,23,0.,0.,0.0011205832144974186,4,{78, 129, 601, 705, 797}
79,9,12,8.574437554483474,0.00009201994213397544,0.00021694401398634924,0,{79}
80,6,6,0.,0.,0.00018766598240499435,0,{80}
81,4,6,1425.0814906608061,0.,0.0004003541001638289,2,{81, 208, 1354}
82,37,42,3603.396800211301,0.00002696591582711481,0.0002878443633604853,0,{82}
83,0,1,0.,0.,0.00020168984856986738,0,{83}
84,7,7,0.,0.,0.00018766598240499435,0,{84}
85,16,73,5461.887702421148,0.0034237110978620326,0.002371559252122857,6,{85, 222, 287, 516, 628, 716, 722}
86,0,3,0.,0.,0.00034976614671758887,0,{86}
87,11,16,26.205499004001485,0.00012751153541901297,0.00023099436284352803,0,{87}
88,0,5,0.,0.,0.0002453078867736064,0,{88}
89,26,75,5947.924711718363,0.006157121879864983,0.002211434136584537,1,{89, 502}
90,40,48,403.4986773244254,0.0013588852577524932,0.00045791645012389275,0,{90}
91,0,0,0.,0.,0.00018766598240499435,0,{91}
92,3,4,16.7332821997974,6.684381547579557e-6,0.00020519666782153033,0,{92}
93,4,4,0.,0.,0.00018766598240499435,0,{93}
94,0,0,0.,0.,0.00018766598240499435,0,{94}
95,5,7,1.7805569640326977,0.0004969047538834363,0.00024275061754685544,0,{95}
96,0,15,0.,0.,0.0008013014770696596,4,{12, 96, 193, 212, 1176}
97,1,7,0.9003508900617128,0.0010875459558205946,0.0003879340280046815,0,{97}
98,4,5,5.652149808023251,4.4212895373461525e-9,0.00019771886437690324,0,{98}
99,96,182,14134.936643803943,0.01013540657820924,0.00290596381721986,0,{99}
100,31,37,431.90987964777725,0.0004935788046692722,0.0002958679688042405,0,{100}
101,62,66,2079.6116580737817,0.0006290956952011117,0.0002528690638688836,0,{101}
102,4,66,234.04664630925052,0.0050122795860822736,0.0018158328285789982,0,{102}
103,6,6,0.,0.,0.00018766598240499435,0,{103}
104,0,1,0.,0.,0.00019352133073391323,0,{104}
105,0,2,0.,0.,0.00025373127249596393,1,{105, 244}
106,0,1,0.,0.,0.00019614699457327504,0,{106}
107,0,3,0.,0.,0.00034796046807059966,0,{107}
108,0,0,0.,0.,0.00018766598240499435,0,{108}
109,37,49,1513.431358708081,0.0008636338431926273,0.00036772933417636097,0,{109}
110,2,3,0.,5.3843874536307505e-6,0.0001981708938522362,0,{110}
111,0,0,0.,0.,0.00018766598240499435,0,{111}
112,0,0,0.,0.,0.00018766598240499435,0,{112}
113,18,19,2.814787216289805,0.00011017655182363665,0.0001971910407325864,0,{113}
114,4,33,37.016581558549575,0.002953526920552779,0.0022205898166517135,0,{114}
115,29,69,7637.4655081343035,0.0025574017745641606,0.0013056099561255577,1,{115, 1225}
116,1,1,0.,0.,0.00018766598240499435,0,{116}
117,25,25,0.,0.,0.00018766598240499435,0,{117}
118,80,127,4998.931740411434,0.0068383950542254,0.0016156138641083824,1,{118, 1189}
119,37,112,9128.401261130753,0.002587596508862756,0.0030783937357868225,4,{119, 601, 840, 1261, 1289}
120,0,0,0.,0.,0.00018766598240499435,0,{120}
121,10,10,0.,0.,0.00018766598240499435,0,{121}
122,0,0,0.,0.,0.00018766598240499435,0,{122}
123,6,8,9.487952737525722,6.386106373756921e-7,0.0002108942754263788,0,{123}
124,28,29,1041.3061076970578,0.00005086595528751532,0.00019288205847438702,0,{124}
125,6,6,0.,0.,0.00018766598240499435,0,{125}
126,0,0,0.,0.,0.00018766598240499435,0,{126}
127,0,9,0.,0.,0.0006028136124711947,2,{127, 245, 540}
128,1,2,1.7,0.,0.00019771886437690324,0,{128}
129,1,1,0.,0.,0.00018766598240499435,0,{129}
130,3,18,287.0648849397095,0.00047246256952463344,0.0004731166428565592,1,{130, 439}
131,0,0,0.,0.,0.00018766598240499435,0,{131}
132,20,20,0.,0.,0.00018766598240499435,0,{132}
133,0,2,0.,0.,0.0002976300098941395,0,{133}
134,0,0,0.,0.,0.00018766598240499435,0,{134}
135,0,0,0.,0.,0.00018766598240499435,0,{135}
136,6,12,583.2122056053013,0.00027717953016601657,0.0002554272289813341,0,{136}
137,30,32,0.5558122938870103,0.0002466910136801241,0.0002091184313439786,0,{137}
138,14,15,957.9999999999999,0.0006234413965087282,0.00036607411057810573,1,{138, 689}
139,0,0,0.,0.,0.00018766598240499435,0,{139}
140,35,54,1434.9161144238765,0.0005892088543789822,0.0007559230931988495,1,{140, 496}
141,1,3,0.3530939476061427,0.,0.00019265272807466073,0,{141}
142,6,8,94.53117418817654,0.00013279789025191647,0.00021171321427232602,0,{142}
143,3,5,0.6014304536043666,0.000251036314906335,0.000220173851474299,0,{143}
144,106,178,16395.553454204506,0.00786247460721638,0.002242921885903823,1,{19, 144}
145,0,33,0.,0.,0.001316746564177499,1,{145, 1189}
146,0,0,0.,0.,0.00018766598240499435,0,{146}
147,6,6,0.,0.,0.00018766598240499435,0,{147}
148,0,0,0.,0.,0.00018766598240499435,0,{148}
149,7,7,0.,0.,0.00018766598240499435,0,{149}
150,47,147,17284.57501243014,0.010685306175082615,0.0038081008930326153,0,{150}
151,23,24,7.421307724352626,0.00008596084877298633,0.00020505618506696426,0,{151}
152,2,2,0.,0.,0.00018766598240499435,0,{152}
153,0,0,0.,0.,0.00018766598240499435,0,{153}
154,0,80,0.,0.,0.003171016475154106,0,{154}
155,46,383,54982.01624234762,0.017691179738594343,0.017938345928112925,44,{12, 26, 32, 34, 45, 69, 77, 143, 155, 159, 222, 235, 250, 277, 279, 287, 301, 309, 310, 329, 337, 355, 362, 364, 365, 373, 381, 388, 420, 427, 491, 527, 537, 544, 551, 564, 578, 635, 653, 683, 704, 970, 1021, 1193, 1440}
156,22,48,5441.947339588506,0.0018293247085965911,0.0018533844713334384,17,{12, 32, 45, 69, 156, 235, 250, 277, 310, 364, 381, 388, 427, 544, 564, 670, 1021, 1440}
157,9,11,2.8938494861278667,5.077605416234472e-6,0.00019265272807466073,0,{157}
158,1,2,0.,0.0007304070294599811,0.00020103698747725717,0,{158}
159,3,30,372.7422196959488,0.0029411059164091246,0.0012513173164441537,1,{34, 159}
160,18,21,520.8457531190762,1.5218913073830225e-7,0.00026085895131668167,0,{160}
161,0,0,0.,0.,0.00018766598240499435,0,{161}
162,18,27,1881.8505883705554,0.0011145361510477415,0.0003470878687852856,0,{162}
163,4,4,0.,0.,0.00018766598240499435,0,{163}
164,0,0,0.,0.,0.00018766598240499435,0,{164}
165,17,22,257.9417619668504,0.00003851059759031256,0.00023774152227611187,0,{165}
166,1,1,0.,0.,0.00018766598240499435,0,{166}
167,42,74,6710.277166380373,0.0037009378891032477,0.001049229077699421,1,{167, 684}
168,24,33,1420.7861468254284,0.0002265541648454467,0.0002800023088912303,0,{168}
169,0,0,0.,0.,0.00018766598240499435,0,{169}
170,5,95,5972.903638579437,0.003583169063407356,0.00405709895089616,3,{64, 170, 382, 1302}
171,0,1,0.,0.,0.00019771886437690324,0,{171}
172,36,102,5065.120795048174,0.006346874793855174,0.0027386564402148155,4,{172, 201, 400, 487, 496}
173,1,1,0.,0.,0.00018766598240499435,0,{173}
174,0,0,0.,0.,0.00018766598240499435,0,{174}
175,2,2,0.,0.,0.00018766598240499435,0,{175}
176,0,0,0.,0.,0.00018766598240499435,0,{176}
177,38,38,0.,0.,0.00018766598240499435,0,{177}
178,6,7,1.4425967555313086,5.384387453630734e-6,0.0001981708938522362,0,{178}
179,9,11,1435.9871232394107,2.0242955438985845e-6,0.00040645221788576896,1,{179, 584}
180,71,189,30129.54627372736,0.012347551081775899,0.005565616754524049,3,{178, 180, 301, 373}
181,43,51,1175.1273573801425,0.0004672984435707368,0.000297949119402605,0,{181}
182,1,1,0.,0.,0.00018766598240499435,0,{182}
183,0,0,0.,0.,0.00018766598240499435,0,{183}
184,1,1,0.,0.,0.00018766598240499435,0,{184}
185,5,8,274.2410046893196,0.00028062915634213505,0.00024235973454228373,0,{185}
186,0,13,0.,0.,0.0014810186075975874,0,{186}
187,31,63,1067.2168800131049,0.004481400471401635,0.0015051438624740488,0,{187}
188,6,7,10.955568321277134,0.00007387766954410797,0.000231154313865459,0,{188}
189,62,163,10423.105123530973,0.009853998930248156,0.002817481858562846,1,{189, 466}
190,12,13,26.552910384214393,0.00013582916968605862,0.00020233994787834946,0,{190}
191,67,100,8815.312861025663,0.00268088898429239,0.0008219178873000215,0,{191}
192,2,10,8.631850560958306,0.0004363970127094572,0.0002700803957448363,0,{192}
193,2,3,1023.,0.00011017655182363671,0.0001971910407325864,0,{193}
194,2,6,6.263090048940991,0.00007105920615285578,0.00026987231950002186,0,{194}
195,0,0,0.,0.,0.00018766598240499435,0,{195}
196,0,0,0.,0.,0.00018766598240499435,0,{196}
197,0,0,0.,0.,0.00018766598240499435,0,{197}
198,1,1,0.,0.,0.00018766598240499435,0,{198}
199,0,0,0.,0.,0.00018766598240499435,0,{199}
200,0,3,0.,0.,0.0002450663630394281,0,{200}
201,1,1,0.,0.,0.00018766598240499435,0,{201}
202,91,135,5785.006110511265,0.006359778854903359,0.0012385192975855658,0,{202}
203,2,3,0.058206997975143136,0.00001330059351609181,0.000213212818479154,0,{203}
204,27,45,5965.227974623831,0.0009261934234522688,0.0007034425511692656,0,{204}
205,24,33,1462.0737783917898,0.0010920018873961219,0.0003745663624991922,0,{205}
206,0,0,0.,0.,0.00018766598240499435,0,{206}
207,8,8,0.,0.,0.00018766598240499435,0,{207}
208,1,1,0.,0.,0.00018766598240499435,0,{208}
209,25,33,158.87218876841536,0.0008114114418872741,0.0006421915651299555,0,{209}
210,26,96,6551.00695804764,0.005518615453368382,0.003807992173664543,2,{193, 210, 534}
211,14,14,0.,0.,0.00018766598240499435,0,{211}
212,1,1,0.,0.,0.00018766598240499435,0,{212}
213,0,2,0.,0.,0.00036013077898506684,1,{173, 213}
214,0,0,0.,0.,0.00018766598240499435,0,{214}
215,0,1,0.,0.,0.00024105693562971099,0,{215}
216,1,1,0.,0.,0.00018766598240499435,0,{216}
217,25,25,0.,0.,0.00018766598240499435,0,{217}
218,34,80,1483.5423017957255,0.004767952149209694,0.0012135720451487044,1,{218, 527}
219,56,56,0.,0.,0.00018766598240499435,0,{219}
220,8,14,255.4805733584469,0.00024797813735755815,0.0003427850574174053,0,{220}
221,0,0,0.,0.,0.00018766598240499435,0,{221}
222,2,3,1.0384615384615385,0.,0.00019404662593775938,0,{222}
223,36,37,31.855305558285846,0.00011017655182363664,0.0001971910407325864,0,{223}
224,57,72,3102.3598601267927,0.0010632673207820525,0.00047429937528628574,0,{224}
225,1,1,0.,0.,0.00018766598240499435,0,{225}
226,0,0,0.,0.,0.00018766598240499435,0,{226}
227,6,13,406.67229224486687,0.0005976104830209725,0.000281163752801383,0,{227}
228,0,0,0.,0.,0.00018766598240499435,0,{228}
229,35,63,2436.5755185594185,0.002929854634916931,0.0013485072636907727,0,{229}
230,1,1,0.,0.,0.00018766598240499435,0,{230}
231,0,0,0.,0.,0.00018766598240499435,0,{231}
232,0,0,0.,0.,0.00018766598240499435,0,{232}
233,0,56,0.,0.,0.003783713198037134,2,{34, 233, 553}
234,0,0,0.,0.,0.00018766598240499435,0,{234}
235,1,1,0.,0.,0.00018766598240499435,0,{235}
236,0,0,0.,0.,0.00018766598240499435,0,{236}
237,0,2,0.,0.,0.00027380467009732235,1,{152, 237}
238,51,54,3623.121139769862,0.000049962682060639135,0.0002539858982081495,1,{238, 321}
239,2,2,0.,0.,0.00018766598240499435,0,{239}
240,0,0,0.,0.,0.00018766598240499435,0,{240}
241,46,56,4963.710522954835,0.0003508476695519072,0.0005400379074891919,2,{241, 414, 674}
242,0,0,0.,0.,0.00018766598240499435,0,{242}
243,11,14,5.38242142771816,0.000011363935104744317,0.00019756398389993482,0,{243}
244,3,3,0.,0.,0.00018766598240499435,0,{244}
245,2,12,78.46373581294654,0.,0.00039380741548157615,1,{245, 540}
246,0,2,0.,0.,0.00019265272807466073,0,{246}
247,0,0,0.,0.,0.00018766598240499435,0,{247}
248,0,45,0.,0.,0.0021539845791909255,7,{19, 34, 66, 116, 141, 248, 553, 745}
249,20,44,12424.603595517608,0.0007093770961022769,0.0010620908598029503,2,{249, 424, 671}
250,4,4,0.,0.,0.00018766598240499435,0,{250}
251,0,0,0.,0.,0.00018766598240499435,0,{251}
252,0,1,0.,0.,0.0002040695666731688,0,{252}
253,18,19,5.5604964465799736,0.00010751699472712842,0.00020890038160897788,0,{253}
254,0,0,0.,0.,0.00018766598240499435,0,{254}
255,1,1,0.,0.,0.00018766598240499435,0,{255}
256,35,43,421.7553413250676,0.0002854831214935055,0.00027135128870897055,0,{256}
257,36,36,0.,0.,0.00018766598240499435,0,{257}
258,0,0,0.,0.,0.00018766598240499435,0,{258}
259,50,61,2638.2108413601854,0.0008166408060737424,0.00035136794103337893,0,{259}
260,0,0,0.,0.,0.00018766598240499435,0,{260}
261,0,0,0.,0.,0.00018766598240499435,0,{261}
262,5,5,0.,0.,0.00018766598240499435,0,{262}
263,0,0,0.,0.,0.00018766598240499435,0,{263}
264,41,55,1519.136133747981,0.0007543891851302163,0.00039363166325917813,0,{264}
265,0,0,0.,0.,0.00018766598240499435,0,{265}
266,0,0,0.,0.,0.00018766598240499435,0,{266}
267,3,4,53.42096657894318,0.000029895203700232833,0.00020634398967865728,0,{267}
268,15,27,608.185406530147,0.0015051091627150891,0.0004796607811363827,0,{268}
269,1,2,0.,0.0006234413965087282,0.00021383355214757432,0,{269}
270,0,0,0.,0.,0.00018766598240499435,0,{270}
271,0,0,0.,0.,0.00018766598240499435,0,{271}
272,0,1,0.,0.,0.00019189908080331251,0,{272}
273,10,14,24.640581091641437,0.000040059838279883026,0.00023592807104778264,0,{273}
274,4,4,0.,0.,0.00018766598240499435,0,{274}
275,2,7,3.4974728664141788,0.00044843311113816126,0.000237861819524102,0,{275}
276,0,38,0.,0.,0.0010830262489081345,1,{276, 696}
277,6,6,0.,0.,0.00018766598240499435,0,{277}
278,50,73,5392.066292939821,0.0014976980627473683,0.0005070839760668847,0,{278}
279,2,4,0.,5.0776054162343855e-6,0.00019265272807466073,0,{279}
280,2,3,26.656789431255877,0.00016747933304055116,0.0002091461051995319,0,{280}
281,12,13,0.18343963798509252,0.00022841497647805545,0.00020565167793455937,0,{281}
282,17,23,67.38026037574758,0.000811205276666484,0.00027110404817374737,0,{282}
283,13,19,1480.2942154991113,0.0003990844554929762,0.00032207393680159374,1,{283, 340}
284,1,1,0.,0.,0.00018766598240499435,0,{284}
285,0,0,0.,0.,0.00018766598240499435,0,{285}
286,0,0,0.,0.,0.00018766598240499435,0,{286}
287,3,4,144.33600091355476,0.,0.0002701358001315388,1,{222, 287}
288,57,90,2461.730427098995,0.004675496388383791,0.0009840187995571563,0,{288}
289,19,21,69.01349853175546,0.0000826183002505499,0.00020053864875465695,0,{289}
290,6,6,0.,0.,0.00018766598240499435,0,{290}
291,0,1,0.,0.,0.0001971910407325864,0,{291}
292,0,5,0.,0.,0.0002683742634403675,0,{292}
293,8,8,0.,0.,0.00018766598240499435,0,{293}
294,0,0,0.,0.,0.00018766598240499435,0,{294}
295,9,15,160.72827382200705,0.0005523089769690845,0.0002887666482918621,0,{295}
296,41,41,0.,0.,0.00018766598240499435,0,{296}
297,8,117,847.4763167068616,0.011697373981000328,0.005072713761480308,2,{297, 379, 466}
298,11,13,148.80024998056155,6.9292743645156335e-6,0.0002189277833868368,0,{298}
299,11,15,889.3319688844559,0.00023583762200767873,0.00023832880874852586,0,{299}
300,7,11,6.170580510543796,0.00004086286112130932,0.00021695967303851405,0,{300}
301,3,83,19795.205473509952,0.007660047943397598,0.005322878732016752,1,{301, 373}
302,0,0,0.,0.,0.00018766598240499435,0,{302}
303,9,10,1.1796536796536796,0.000730407029459981,0.00020103698747725717,0,{303}
304,0,0,0.,0.,0.00018766598240499435,0,{304}
305,7,7,0.,0.,0.00018766598240499435,0,{305}
306,0,0,0.,0.,0.00018766598240499435,0,{306}
307,9,10,3.3146449026318163,0.00008511603673790503,0.00022041544641525015,0,{307}
308,1,1,0.,0.,0.00018766598240499435,0,{308}
309,3,3,0.,0.,0.00018766598240499435,0,{309}
310,2,6,20.21158032206769,0.00011765303575231789,0.00023477657033111823,0,{310}
311,3,6,1.0868556278822497,0.00013609270659150388,0.0002101229908926329,0,{311}
312,3,27,863.2397606963946,0.0011255110154438017,0.001397748346236994,1,{312, 1071}
313,11,14,19.220414131096994,6.196387693085634e-6,0.00020453980445720303,0,{313}
314,0,2,0.,0.,0.0002022690058990899,0,{314}
315,10,10,0.,0.,0.00018766598240499435,0,{315}
316,15,21,1079.0022560984619,0.00036004701413395166,0.00029271450913590663,0,{316}
317,40,43,622.7710995159953,0.00021638733287371813,0.00023111791508010062,0,{317}
318,0,4,0.,0.,0.0002233985985229128,0,{318}
319,0,0,0.,0.,0.00018766598240499435,0,{319}
320,0,0,0.,0.,0.00018766598240499435,0,{320}
321,3,4,5.615759913027381,1.4514800260451324e-6,0.00019189908080331251,0,{321}
322,0,0,0.,0.,0.00018766598240499435,0,{322}
323,9,174,7397.846686562114,0.012738686422624771,0.008514562017010006,22,{12, 32, 45, 53, 69, 110, 198, 235, 239, 250, 310, 315, 323, 364, 381, 388, 427, 446, 544, 564, 635, 1021, 1440}
324,0,0,0.,0.,0.00018766598240499435,0,{324}
325,1,1,0.,0.,0.00018766598240499435,0,{325}
326,37,48,351.4117818138233,0.001048654723895878,0.00035611062979462165,0,{326}
327,1,1,0.,0.,0.00018766598240499435,0,{327}
328,5,5,0.,0.,0.00018766598240499435,0,{328}
329,1,4,0.,5.0776054162343796e-6,0.00020404673438316972,0,{329}
330,0,0,0.,0.,0.00018766598240499435,0,{330}
331,4,6,61.39283182665088,0.0001927423768336701,0.0002592755458056615,1,{331, 496}
332,23,29,3532.360020309068,0.000025756407304864206,0.0002470032989211735,0,{332}
333,5,9,11233.052577570084,5.086447995308941e-6,0.00021502394968163385,0,{333}
334,0,0,0.,0.,0.00018766598240499435,0,{334}
335,8,17,10.70802132708292,0.00123567958351546,0.0003421007698204254,0,{335}
336,0,0,0.,0.,0.00018766598240499435,0,{336}
337,5,10,38.03077694402743,0.00012456749599596095,0.00022964144386886006,0,{337}
338,1,1,0.,0.,0.00018766598240499435,0,{338}
339,0,0,0.,0.,0.00018766598240499435,0,{339}
340,2,2,0.,0.,0.00018766598240499435,0,{340}
341,6,13,46.9084626242487,0.0006060063428304478,0.00039105127276157933,0,{341}
342,0,0,0.,0.,0.00018766598240499435,0,{342}
343,0,0,0.,0.,0.00018766598240499435,0,{343}
344,10,10,0.,0.,0.00018766598240499435,0,{344}
345,7,9,391.5771674672467,0.00013374330842441608,0.0002047942908812587,0,{345}
346,0,0,0.,0.,0.00018766598240499435,0,{346}
347,43,85,1623.315291373045,0.005869580762884542,0.0014827989095248812,0,{347}
348,0,0,0.,0.,0.00018766598240499435,0,{348}
349,4,13,394.497740452727,0.0007681807075709113,0.0007942864800029579,0,{349}
350,21,24,1060.6280713177591,0.00038345070819069193,0.00023545082509785525,0,{350}
351,11,27,105.96471529118337,0.0019717557276626397,0.00047615657663134287,0,{351}
352,4,4,0.,0.,0.00018766598240499435,0,{352}
353,2,3,0.,0.00011017655182363664,0.0001971910407325864,0,{353}
354,0,1,0.,0.,0.0001971910407325864,0,{354}
355,2,2,0.,0.,0.00018766598240499435,0,{355}
356,2,2,0.,0.,0.00018766598240499435,0,{356}
357,8,9,42.23287812621773,0.,0.00020760549344488508,0,{357}
358,1,3,956.,0.0001101765518236367,0.0002769490848921494,1,{66, 358}
359,0,0,0.,0.,0.00018766598240499435,0,{359}
360,0,2,0.,0.,0.00020289952489803884,0,{360}
361,14,24,2619.895187638301,0.0002431334990156035,0.0004209483303742749,1,{361, 554}
362,2,2,0.,0.,0.00018766598240499435,0,{362}
363,115,216,31778.007129253525,0.009406612247471744,0.0033673052341124366,3,{244, 275, 363, 578}
364,1,1,0.,0.,0.00018766598240499435,0,{364}
365,3,3,0.,0.,0.00018766598240499435,0,{365}
366,0,0,0.,0.,0.00018766598240499435,0,{366}
367,0,8,0.,0.,0.0010474113870632246,0,{367}
368,6,6,0.,0.,0.00018766598240499435,0,{368}
369,0,0,0.,0.,0.00018766598240499435,0,{369}
370,2,3,2.696333475210408,0.00011017655182363671,0.0001971910407325864,0,{370}
371,4,31,91.66923593085153,0.0037924654362110418,0.0009998420807269747,0,{371}
372,0,0,0.,0.,0.00018766598240499435,0,{372}
373,2,2,0.,0.,0.00018766598240499435,0,{373}
374,9,39,340.8740106156788,0.005166567449093724,0.0011880012491779994,0,{374}
375,0,0,0.,0.,0.00018766598240499435,0,{375}
376,0,0,0.,0.,0.00018766598240499435,0,{376}
377,42,56,4675.274836039149,0.0007786691648508651,0.0007175661997948125,2,{38, 377, 740}
378,14,14,0.,0.,0.00018766598240499435,0,{378}
379,3,6,5.822830483896648,0.00016099705545665984,0.00022007616301228386,0,{379}
380,1,2,0.,5.29905971450544e-7,0.0003479934783398005,2,{321, 380, 622}
381,6,7,0.4839249639249639,4.934258864570726e-6,0.0001902392450650775,0,{381}
382,1,1,0.,0.,0.00018766598240499435,0,{382}
383,14,14,0.,0.,0.00018766598240499435,0,{383}
384,5,6,0.,0.,0.00021425199712484866,0,{384}
385,6,6,0.,0.,0.00018766598240499435,0,{385}
386,0,0,0.,0.,0.00018766598240499435,0,{386}
387,131,170,45021.61614518701,0.004282854201236763,0.0010206746590656441,0,{387}
388,2,2,0.,0.,0.00018766598240499435,0,{388}
389,40,79,1542.2142552828675,0.002815082253756346,0.0007782370169758604,0,{389}
390,17,17,0.,0.,0.00018766598240499435,0,{390}
391,7,32,141.77272320770425,0.002451098499244875,0.0012721631511012146,0,{391}
392,0,1,0.,0.,0.00020760549344488508,0,{392}
393,23,33,940.2142607620547,0.0006065347057452083,0.000367586469882998,0,{393}
394,39,98,4518.122071459621,0.008205505684168097,0.002621809689991101,0,{394}
395,0,0,0.,0.,0.00018766598240499435,0,{395}
396,11,45,746.0415720667576,0.0044262499521230915,0.0027738335942487204,0,{396}
397,0,1,0.,0.,0.00020361759123690694,0,{397}
398,0,0,0.,0.,0.00018766598240499435,0,{398}
399,36,66,9014.034571636248,0.0026058172939823253,0.0009213134792812694,2,{321, 399, 439}
